,feature_id,feature,feature_description,feature_full,Feature,mean,sd,India_present,India_n,India_prev,India_mean,India_sd,Malawi_present,Malawi_n,Malawi_prev,Malawi_mean,Malawi_sd,fisher_p,lr_p,wilcox_p,fisher_padj,lr_padj,wilcox_padj,mean_diff,prev_diff,enriched_India,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_value,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_qval_filt
245,p351,PWY-7269,mitochondrial NADPH production (yeast),mitochondrial NADPH production (yeast) (PWY-7269),PWY-7269,0.021308596,0.042494754,245,283,86.6,0.00371625,0.004021379,49,58,84.5,0.00293095,0.003000374,0.677238501,0.674352771,0.391351642,1,0.975446912,0.461154128,0.0007853,2.1,TRUE,177,0,50,0.7,0.65,0.8,Malawi,-0.000523351,0.00048079,0.277137892,0.345778856,341,294,0.345778856
246,p354,PWY-7282,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II (PWY-7282),PWY-7282,0.017961969,0.034616964,269,283,95.1,0.017857528,0.009876635,57,58,98.3,0.018948548,0.008741414,NA,NA,0.54447707,NA,NA,0.609511831,-0.001091021,-3.2,FALSE,208,0,50,0.7,0.65,0.8,Malawi,0.000775188,0.00066399,0.243841213,0.3139553,341,326,0.3139553
247,p355,PWY-7290,Escherichia coli serotype O86 O-antigen biosynthesis,Escherichia coli serotype O86 O-antigen biosynthesis (PWY-7290),PWY-7290,0.007413774,0.020398443,29,283,10.2,0.000178493,0.000754735,1,58,1.7,1.86E-05,0.000141551,0.03956681,0.068303747,0.037108198,0.200244005,0.305732796,0.076507111,0.000159906,8.5,TRUE,373,0,50,0.7,0.65,0.8,Malawi,-0.000318357,0.000170784,0.063173863,0.114601407,341,30,0.114601407
248,p356,PWY-7294,D-xylose degradation IV,D-xylose degradation IV (PWY-7294),PWY-7294,0.002319114,0.006405697,35,283,12.4,0.000193693,0.000858091,5,58,8.6,0.000268739,0.00149352,0.507678818,0.42186711,0.436324321,1,0.93664451,0.501832195,-7.50E-05,3.8,FALSE,394,0,50,0.7,0.65,0.8,Malawi,-3.06E-05,0.000199609,0.878112847,0.886915983,341,40,0.886915983
249,p358,PWY-7315,dTDP-N-acetylthomosamine biosynthesis,dTDP-N-acetylthomosamine biosynthesis (PWY-7315),PWY-7315,0.014553678,0.027782018,256,283,90.5,0.005178243,0.005006932,52,58,89.7,0.004889166,0.003643266,0.809543996,0.850356466,0.66026067,1,0.990667611,0.715282393,0.000289076,0.8,TRUE,263,0,50,0.7,0.65,0.8,Malawi,9.76E-05,0.000516703,0.850354632,0.869778976,341,308,0.869778976
250,p359,PWY-7316,dTDP-N-acetylviosamine biosynthesis,dTDP-N-acetylviosamine biosynthesis (PWY-7316),PWY-7316,0.007972952,0.017503261,32,283,11.3,0.000597355,0.003204998,13,58,22.4,0.001409097,0.004089208,0.031964064,0.025649871,0.019981529,0.192370903,0.181014801,0.050815891,-0.000811741,-11.1,FALSE,367,0,50,0.7,0.65,0.8,Malawi,0.000821166,0.000371653,0.027808234,0.06403839,341,45,0.06403839
251,p36,FAO-PWY,fatty acid &beta;-oxidation I (generic),fatty acid beta-oxidation I (generic) (FAO-PWY),FAO-PWY,0.013933355,0.030111696,256,283,90.5,0.011504514,0.010696147,54,58,93.1,0.015273366,0.012293072,0.624765298,0.525306749,0.030243933,1,0.942209208,0.065528522,-0.003768853,-2.6,FALSE,273,0,50,0.7,0.65,0.8,Malawi,0.001782544,0.00080488,0.027447222,0.063640635,341,310,0.063640635
252,p361,PWY-7323,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis (PWY-7323),PWY-7323,0.018764861,0.038177685,237,283,83.7,0.006110984,0.005996503,51,58,87.9,0.009306845,0.007104317,0.551203872,0.424730378,0.001812486,1,0.93664451,0.008620494,-0.003195861,-4.2,FALSE,201,0,50,0.7,0.65,0.8,Malawi,0.001980207,0.000633985,0.001941611,0.009904674,341,288,0.009904674
253,p362,PWY-7328,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis (PWY-7328),PWY-7328,0.153998345,0.285824383,280,283,98.9,0.02239919,0.010680343,57,58,98.3,0.014392589,0.007678953,NA,NA,4.78E-08,NA,NA,1.75E-06,0.008006601,0.6,TRUE,2,1,50,0.7,0.65,0.8,Malawi,-0.002988739,0.000567313,2.45E-07,5.82E-06,341,337,5.82E-06
254,p363,PWY-7332,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis (PWY-7332),PWY-7332,0.00890206,0.01926437,25,283,8.8,0.000937407,0.003958669,11,58,19,0.001685993,0.004885255,0.032710842,0.025600262,0.025380839,0.192370903,0.181014801,0.058901577,-0.000748585,-10.2,FALSE,359,0,50,0.7,0.65,0.8,Malawi,0.000746094,0.000449919,0.098185062,0.159550725,341,36,0.159550725
255,p364,PWY-7357,thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),thiamine phosphate formation from pyrithiamine and oxythiamine (yeast) (PWY-7357),PWY-7357,0.066669409,0.138836658,282,283,99.6,0.0298734,0.010910635,58,58,100,0.024940802,0.007229632,NA,NA,0.000107163,NA,NA,0.000771189,0.004932598,-0.4,TRUE,22,0,50,0.7,0.65,0.8,Malawi,-0.001353092,0.000443027,0.002435295,0.011824385,341,340,0.011824385
256,p365,PWY-7371,"1,4-dihydroxy-6-naphthoate biosynthesis II","1,4-dihydroxy-6-naphthoate biosynthesis II (PWY-7371)",PWY-7371,0.002995764,0.007254568,18,283,6.4,9.83E-05,0.00076135,8,58,13.8,0.000348628,0.001359441,0.060393033,0.058038126,0.040268558,0.266376414,0.275681099,0.080353124,-0.000250359,-7.4,FALSE,392,0,50,0.7,0.65,0.8,Malawi,0.000424328,0.000165803,0.010923938,0.033100352,341,26,0.033100352
257,p367,PWY-7383,"anaerobic energy metabolism (invertebrates, cytosol)","anaerobic energy metabolism (invertebrates, cytosol) (PWY-7383)",PWY-7383,0.038519268,0.079342754,148,283,52.3,0.001431369,0.002972701,39,58,67.2,0.002631189,0.004380744,0.04271756,0.039124247,0.008810904,0.210568488,0.210080196,0.027740582,-0.00119982,-14.9,FALSE,58,0,50,0.7,0.65,0.8,Malawi,0.001265644,0.000449659,0.005167941,0.021251837,341,187,0.021251837
258,p368,PWY-7384,"anaerobic energy metabolism (invertebrates, mitochondrial)","anaerobic energy metabolism (invertebrates, mitochondrial) (PWY-7384)",PWY-7384,0.016075417,0.032065993,203,283,71.7,0.002353191,0.002847383,44,58,75.9,0.00286798,0.002898569,0.628973325,0.521845157,0.144927242,1,0.942209208,0.200019447,-0.000514789,-4.2,FALSE,236,0,50,0.7,0.65,0.8,Malawi,0.000629028,0.000451805,0.164757193,0.228955686,341,247,0.228955686
259,p369,PWY-7385,"1,3-propanediol biosynthesis (engineered)","1,3-propanediol biosynthesis (engineered) (PWY-7385)",PWY-7385,0.016342362,0.034523089,212,283,74.9,0.003247762,0.004311243,38,58,65.5,0.003291206,0.004593725,0.145493769,0.142716966,0.764997686,0.526214484,0.51088537,0.815592771,-4.34E-05,9.4,FALSE,231,0,50,0.7,0.65,0.8,Malawi,-8.78E-05,0.000549934,0.873261009,0.886915983,341,250,0.886915983
260,p37,FASYN-ELONG-PWY,fatty acid elongation -- saturated,fatty acid elongation -- saturated (FASYN-ELONG-PWY),FASYN-ELONG-PWY,0.028259866,0.057839004,283,283,100,0.027913735,0.008235331,58,58,100,0.030055108,0.008980825,NA,NA,0.022086202,NA,NA,0.053618912,-0.002141374,0,FALSE,108,0,50,0.7,0.65,0.8,Malawi,0.00055515,0.000364839,0.129034533,0.192595988,341,341,0.192595988
261,p370,PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast) (PWY-7388)",PWY-7388,0.023740705,0.046738975,283,283,100,0.026545913,0.011793697,58,58,100,0.030185215,0.011700531,NA,NA,0.02543145,NA,NA,0.058901577,-0.003639303,0,FALSE,149,0,50,0.7,0.65,0.8,Malawi,0.001125457,0.000537054,0.036858076,0.075784717,341,341,0.075784717
262,p371,PWY-7389,superpathway of anaerobic energy metabolism (invertebrates),superpathway of anaerobic energy metabolism (invertebrates) (PWY-7389),PWY-7389,0.02264557,0.043494381,106,283,37.5,0.000623246,0.001323409,27,58,46.6,0.001031579,0.001812477,0.237063183,0.197241053,0.093373983,0.764434373,0.658358651,0.148734052,-0.000408333,-9.1,FALSE,166,0,50,0.7,0.65,0.8,Malawi,0.000618406,0.000314138,0.049815496,0.096517524,341,133,0.096517524
263,p372,PWY-7391,isoprene biosynthesis II (engineered),isoprene biosynthesis II (engineered) (PWY-7391),PWY-7391,0.02313945,0.061529892,92,283,32.5,0.000299274,0.000732628,6,58,10.3,0.000217853,0.001051109,0.000402062,0.001474638,0.00142643,0.012413666,0.022764725,0.007185641,8.14E-05,22.2,TRUE,157,0,50,0.7,0.65,0.8,Malawi,-0.000468174,0.000214317,0.029610813,0.065208511,341,98,0.065208511
264,p373,PWY-7392,taxadiene biosynthesis (engineered),taxadiene biosynthesis (engineered) (PWY-7392),PWY-7392,0.03769098,0.069814512,253,283,89.4,0.00462209,0.004644231,54,58,93.1,0.007265719,0.007477352,0.478521763,0.394870808,0.020301138,1,0.929445345,0.050815891,-0.002643629,-3.7,FALSE,61,0,50,0.7,0.65,0.8,Malawi,0.001539632,0.000519496,0.003254639,0.014737296,341,307,0.014737296
265,p375,PWY-7400,L-arginine biosynthesis IV (archaebacteria),L-arginine biosynthesis IV (archaebacteria) (PWY-7400),PWY-7400,0.092790305,0.175536888,283,283,100,0.060036018,0.019421215,58,58,100,0.043515107,0.017055114,NA,NA,5.45E-09,NA,NA,5.49E-07,0.016520911,0,TRUE,8,1,50,0.7,0.65,0.8,Malawi,-0.003697316,0.000582667,7.10E-10,4.79E-08,341,341,4.79E-08
266,p376,PWY-7409,"phospholipid remodeling (phosphatidylethanolamine, yeast)","phospholipid remodeling (phosphatidylethanolamine, yeast) (PWY-7409)",PWY-7409,0.013046114,0.025761194,196,283,69.3,0.00148293,0.00184978,41,58,70.7,0.001603646,0.001786544,0.876843344,0.829205077,0.489438638,1,0.990667611,0.554055537,-0.000120716,-1.4,FALSE,289,0,50,0.7,0.65,0.8,Malawi,0.000221959,0.000362318,0.540545174,0.598460728,341,237,0.598460728
267,p379,PWY-7446,sulfoquinovose degradation I,sulfoquinovose degradation I (PWY-7446),PWY-7446,0.011312383,0.022239788,227,283,80.2,0.002264436,0.002558345,46,58,79.3,0.002902892,0.002736829,0.858077041,0.875598907,0.104952406,1,0.990667611,0.160211438,-0.000638456,0.9,FALSE,323,0,50,0.7,0.65,0.8,Malawi,0.00067168,0.000414819,0.106331201,0.16870659,341,273,0.16870659
268,p38,FASYN-INITIAL-PWY,superpathway of fatty acid biosynthesis initiation (E. coli),superpathway of fatty acid biosynthesis initiation (E. coli) (FASYN-INITIAL-PWY),FASYN-INITIAL-PWY,0.026020529,0.05148898,283,283,100,0.022285037,0.012465457,58,58,100,0.029045133,0.012883219,NA,NA,0.000114463,NA,NA,0.000809275,-0.006760096,0,FALSE,129,0,50,0.7,0.65,0.8,Malawi,0.002265192,0.00058289,0.000122511,0.000949457,341,341,0.000949457
269,p380,PWY-7456,"&beta;-(1,4)-mannan degradation","beta-(1,4)-mannan degradation (PWY-7456)",PWY-7456,0.036498489,0.078255983,54,283,19.1,0.000791536,0.00209653,28,58,48.3,0.003158598,0.004484581,1.33E-05,5.70E-06,2.94E-07,0.001639873,0.000703521,6.22E-06,-0.002367062,-29.2,FALSE,69,0,50,0.7,0.65,0.8,Malawi,0.002504507,0.00042412,8.56E-09,3.45E-07,341,82,3.45E-07
270,p383,PWY-7539,6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia) (PWY-7539),PWY-7539,0.040956315,0.083865713,282,283,99.6,0.013388631,0.007614,58,58,100,0.017628299,0.008436753,NA,NA,0.000388565,NA,NA,0.00230282,-0.004239668,-0.4,FALSE,47,0,50,0.7,0.65,0.8,Malawi,0.001815615,0.000499939,0.000325098,0.002079597,341,340,0.002079597
271,p384,PWY-7560,methylerythritol phosphate pathway II,methylerythritol phosphate pathway II (PWY-7560),PWY-7560,0.030794782,0.067439665,282,283,99.6,0.030324868,0.007897115,58,58,100,0.030425116,0.007030293,NA,NA,0.34678338,NA,NA,0.415933637,-0.000100248,-0.4,FALSE,92,0,50,0.7,0.65,0.8,Malawi,0.000125497,0.000370039,0.734709869,0.769518192,341,340,0.769518192
272,p385,PWY-7616,methanol oxidation to carbon dioxide,methanol oxidation to carbon dioxide (PWY-7616),PWY-7616,0.029321102,0.062848927,175,283,61.8,0.000524295,0.000897701,31,58,53.4,0.000260888,0.000487086,0.241838967,0.235323513,0.055299458,0.764434373,0.743957089,0.09948965,0.000263408,8.4,TRUE,101,0,50,0.7,0.65,0.8,Malawi,-0.000508899,0.000233946,0.03029917,0.066003057,341,206,0.066003057
273,p386,PWY-7663,gondoate biosynthesis (anaerobic),gondoate biosynthesis (anaerobic) (PWY-7663),PWY-7663,0.026630814,0.053035344,283,283,100,0.035493228,0.010758939,58,58,100,0.0392288,0.011161655,NA,NA,0.017403576,NA,NA,0.046447955,-0.003735573,0,FALSE,124,0,50,0.7,0.65,0.8,Malawi,0.000989527,0.000406803,0.015514074,0.041529739,341,341,0.041529739
274,p387,PWY-7664,oleate biosynthesis IV (anaerobic),oleate biosynthesis IV (anaerobic) (PWY-7664),PWY-7664,0.030604697,0.062909817,283,283,100,0.026338787,0.007917338,58,58,100,0.028370268,0.00851558,NA,NA,0.020205496,NA,NA,0.050815891,-0.002031482,0,FALSE,94,0,50,0.7,0.65,0.8,Malawi,0.000542135,0.000360347,0.133388624,0.196907016,341,341,0.196907016
275,p388,PWY-821,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae) (PWY-821),PWY-821,0.013724314,0.026736865,254,283,89.8,0.005694519,0.004514465,51,58,87.9,0.006065916,0.004229428,0.64322057,0.681211016,0.420197506,1,0.975446912,0.486608031,-0.000371397,1.9,FALSE,276,0,50,0.7,0.65,0.8,Malawi,0.000316281,0.000508343,0.534241403,0.593110979,341,305,0.593110979
276,p389,PWY-841,superpathway of purine nucleotides de novo biosynthesis I,superpathway of purine nucleotides de novo biosynthesis I (PWY-841),PWY-841,0.019940977,0.038568924,283,283,100,0.030273857,0.013159819,58,58,100,0.032479403,0.010388122,NA,NA,0.094835624,NA,NA,0.149961624,-0.002205546,0,FALSE,184,0,50,0.7,0.65,0.8,Malawi,0.000841386,0.000544768,0.123403957,0.185566399,341,341,0.185566399
277,p39,FERMENTATION-PWY,mixed acid fermentation,mixed acid fermentation (FERMENTATION-PWY),FERMENTATION-PWY,0.016923527,0.033017344,267,283,94.3,0.022164953,0.014901466,55,58,94.8,0.022626484,0.013039856,1,0.884290155,0.846377933,1,0.990667611,0.881370302,-0.000461531,-0.5,FALSE,220,0,50,0.7,0.65,0.8,Malawi,0.00056461,0.000879026,0.52110423,0.583347235,341,322,0.583347235
278,p390,PWY-922,mevalonate pathway I (eukaryotes and bacteria),mevalonate pathway I (eukaryotes and bacteria) (PWY-922),PWY-922,0.030232283,0.057690984,243,283,85.9,0.002022877,0.002440054,36,58,62.1,0.002198178,0.003801846,0.000109005,4.13E-05,0.028087012,0.006731037,0.002690104,0.062536276,-0.000175301,23.8,FALSE,95,0,50,0.7,0.65,0.8,Malawi,-0.000564378,0.000391709,0.150561323,0.215929585,341,279,0.215929585
279,p391,PWY0-1061,superpathway of L-alanine biosynthesis,superpathway of L-alanine biosynthesis (PWY0-1061),PWY0-1061,0.013222321,0.025723625,251,283,88.7,0.006894253,0.006501718,51,58,87.9,0.007862403,0.005951333,0.823064115,0.868169234,0.179921525,1,0.990667611,0.23618363,-0.00096815,0.8,FALSE,287,0,50,0.7,0.65,0.8,Malawi,0.000763804,0.000626561,0.223675773,0.290881418,341,302,0.290881418
280,p392,PWY0-1241,ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,ADP-L-glycero-beta-D-manno-heptose biosynthesis (PWY0-1241),PWY0-1241,0.017445208,0.032651297,271,283,95.8,0.009342532,0.00861181,57,58,98.3,0.009909667,0.007297868,NA,NA,0.231977195,NA,NA,0.296783522,-0.000567135,-2.5,FALSE,215,0,50,0.7,0.65,0.8,Malawi,0.000593029,0.000618128,0.338043322,0.411575404,341,328,0.411575404
281,p393,PWY0-1261,anhydromuropeptides recycling I,anhydromuropeptides recycling I (PWY0-1261),PWY0-1261,0.013044893,0.024889699,259,283,91.5,0.023545599,0.015534353,57,58,98.3,0.026468336,0.014360092,0.094748638,0.106438601,0.211983972,0.371474818,0.424037654,0.275579163,-0.002922737,-6.8,FALSE,290,0,50,0.7,0.65,0.8,Malawi,0.001544342,0.000915919,0.092694284,0.152472639,341,316,0.152472639
282,p394,PWY0-1277,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation (PWY0-1277),PWY0-1277,0.014582474,0.027274313,241,283,85.2,0.006191071,0.00646147,49,58,84.5,0.006777379,0.006925821,0.842211634,0.895345243,0.543819758,1,0.990667611,0.609511831,-0.000586309,0.7,FALSE,262,0,50,0.7,0.65,0.8,Malawi,0.000395253,0.000653478,0.545686316,0.602497494,341,290,0.602497494
283,p395,PWY0-1296,purine ribonucleosides degradation,purine ribonucleosides degradation (PWY0-1296),PWY0-1296,0.023915988,0.048460004,283,283,100,0.0210902,0.013421102,58,58,100,0.024428804,0.011473932,NA,NA,0.012856323,NA,NA,0.036128021,-0.003338604,0,FALSE,145,0,50,0.7,0.65,0.8,Malawi,0.001387196,0.000632441,0.028957257,0.06477633,341,341,0.06477633
284,p396,PWY0-1297,superpathway of purine deoxyribonucleosides degradation,superpathway of purine deoxyribonucleosides degradation (PWY0-1297),PWY0-1297,0.021767204,0.041323733,281,283,99.3,0.015593107,0.009672613,58,58,100,0.018825154,0.009777881,NA,NA,0.016329693,NA,NA,0.044424219,-0.003232048,-0.7,FALSE,174,0,50,0.7,0.65,0.8,Malawi,0.001410537,0.00056834,0.013553952,0.038209796,341,339,0.038209796
285,p397,PWY0-1298,superpathway of pyrimidine deoxyribonucleosides degradation,superpathway of pyrimidine deoxyribonucleosides degradation (PWY0-1298),PWY0-1298,0.022854897,0.045380672,280,283,98.9,0.013203843,0.008538383,58,58,100,0.015973704,0.008203279,NA,NA,0.014355229,NA,NA,0.039624365,-0.002769861,-1.1,FALSE,163,0,50,0.7,0.65,0.8,Malawi,0.001352819,0.000562717,0.016749156,0.043547805,341,338,0.043547805
286,p398,PWY0-1319,CDP-diacylglycerol biosynthesis II,CDP-diacylglycerol biosynthesis II (PWY0-1319),PWY0-1319,0.017236539,0.03486254,282,283,99.6,0.026628541,0.013696395,58,58,100,0.032546496,0.012562291,NA,NA,0.001839725,NA,NA,0.008621035,-0.005917955,-0.4,FALSE,218,0,50,0.7,0.65,0.8,Malawi,0.001956966,0.00064848,0.00273914,0.012920337,341,340,0.012920337
287,p399,PWY0-1338,polymyxin resistance,polymyxin resistance (PWY0-1338),PWY0-1338,0.008189229,0.017094605,248,283,87.6,0.004664635,0.004438314,51,58,87.9,0.005770168,0.004473046,1,0.949748397,0.060036411,1,0.990667611,0.106584466,-0.001105533,-0.3,FALSE,366,0,50,0.7,0.65,0.8,Malawi,0.000901659,0.000523973,0.08619724,0.145345137,341,299,0.145345137
288,p4,3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,4-hydroxyphenylacetate degradation,4-hydroxyphenylacetate degradation (3-HYDROXYPHENYLACETATE-DEGRADATION-PWY),3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,0.008299246,0.0181033,127,283,44.9,0.000357171,0.001195694,20,58,34.5,0.000103227,0.000208143,0.189951926,0.147302081,0.100223842,0.642714051,0.512445269,0.155108965,0.000253945,10.4,TRUE,365,0,50,0.7,0.65,0.8,Malawi,-0.000424081,0.000219668,0.054371775,0.102872419,341,147,0.102872419
289,p40,FOLSYN-PWY,superpathway of tetrahydrofolate biosynthesis and salvage,superpathway of tetrahydrofolate biosynthesis and salvage (FOLSYN-PWY),FOLSYN-PWY,0.024015679,0.044649392,278,283,98.2,0.014829241,0.009261417,57,58,98.3,0.014609123,0.008224146,NA,NA,0.853839116,NA,NA,0.88684836,0.000220118,-0.1,TRUE,143,0,50,0.7,0.65,0.8,Malawi,-2.30E-05,0.000567524,0.967640192,0.967640192,341,335,0.967640192
290,p400,PWY0-1415,superpathway of heme b biosynthesis from uroporphyrinogen-III,superpathway of heme b biosynthesis from uroporphyrinogen-III (PWY0-1415),PWY0-1415,0.010622883,0.020763253,264,283,93.3,0.008644128,0.00730766,54,58,93.1,0.01056049,0.007920608,1,0.959676666,0.085094919,1,0.990667611,0.139972458,-0.001916362,0.2,FALSE,336,0,50,0.7,0.65,0.8,Malawi,0.001115691,0.000644574,0.084379982,0.143481573,341,318,0.143481573
291,p401,PWY0-1479,tRNA processing,tRNA processing (PWY0-1479),PWY0-1479,0.03080728,0.062850954,282,283,99.6,0.024377836,0.009019393,58,58,100,0.022480759,0.009232791,NA,NA,0.096582785,NA,NA,0.151450826,0.001897077,-0.4,TRUE,91,0,50,0.7,0.65,0.8,Malawi,-0.000646563,0.000480777,0.179579663,0.247844535,341,340,0.247844535
292,p402,PWY0-1533,methylphosphonate degradation I,methylphosphonate degradation I (PWY0-1533),PWY0-1533,0.011137825,0.025873639,211,283,74.6,0.0010348,0.001449196,45,58,77.6,0.001422932,0.001789728,0.739618124,0.627514681,0.132648639,1,0.94877705,0.18756983,-0.000388131,-3,FALSE,326,0,50,0.7,0.65,0.8,Malawi,0.000530985,0.000313447,0.091180469,0.15059725,341,256,0.15059725
293,p403,PWY0-1586,peptidoglycan maturation (meso-diaminopimelate containing),peptidoglycan maturation (meso-diaminopimelate containing) (PWY0-1586),PWY0-1586,0.021725623,0.045688765,283,283,100,0.057036226,0.03229431,58,58,100,0.067639626,0.029655854,NA,NA,0.010530505,NA,NA,0.031833879,-0.0106034,0,FALSE,175,0,50,0.7,0.65,0.8,Malawi,0.002497807,0.000988104,0.011929099,0.035348726,341,341,0.035348726
294,p404,PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,superpathway of pyrimidine ribonucleotides de novo biosynthesis (PWY0-162),PWY0-162,0.025045913,0.046628866,283,283,100,0.026203124,0.010652315,58,58,100,0.026015994,0.00708297,NA,NA,0.930676596,NA,NA,0.94712795,0.00018713,0,TRUE,134,0,50,0.7,0.65,0.8,Malawi,0.000169289,0.00048498,0.727257448,0.765234338,341,341,0.765234338
295,p405,PWY0-166,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli) (PWY0-166),PWY0-166,0.020344634,0.038610653,261,283,92.2,0.011930251,0.008852933,52,58,89.7,0.012604703,0.007763441,0.597922778,0.51732973,0.485882558,1,0.942209208,0.551579354,-0.000674451,2.5,FALSE,182,0,50,0.7,0.65,0.8,Malawi,0.000474987,0.000709952,0.503924455,0.570453807,341,313,0.570453807
296,p406,PWY0-41,allantoin degradation IV (anaerobic),allantoin degradation IV (anaerobic) (PWY0-41),PWY0-41,0.007393084,0.01519653,224,283,79.2,0.001576303,0.001804838,47,58,81,0.002012961,0.001821121,0.859114826,0.746522617,0.054397478,1,0.990667611,0.099262921,-0.000436658,-1.8,FALSE,374,0,50,0.7,0.65,0.8,Malawi,0.000629909,0.00034664,0.070071674,0.124950817,341,271,0.124950817
297,p407,PWY0-42,2-methylcitrate cycle I,2-methylcitrate cycle I (PWY0-42),PWY0-42,0.013777826,0.026845241,237,283,83.7,0.004268909,0.004871357,49,58,84.5,0.006314454,0.005857976,1,0.88941313,0.018511038,1,0.990667611,0.047774605,-0.002045545,-0.8,FALSE,274,0,50,0.7,0.65,0.8,Malawi,0.001446938,0.000576156,0.012491068,0.036477539,341,286,0.036477539
298,p408,PWY0-781,aspartate superpathway,aspartate superpathway (PWY0-781),PWY0-781,0.021933799,0.041159121,279,283,98.6,0.026312213,0.010606468,58,58,100,0.027101964,0.010157238,NA,NA,0.908624923,NA,NA,0.929380315,-0.000789752,-1.4,FALSE,172,0,50,0.7,0.65,0.8,Malawi,0.000399981,0.000570717,0.483883834,0.550862105,341,337,0.550862105
299,p409,PWY0-845,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage (PWY0-845),PWY0-845,0.013333481,0.029255696,260,283,91.9,0.013433185,0.00996559,55,58,94.8,0.018355452,0.011361798,0.59138632,0.443871966,0.00231768,1,0.93664451,0.010152445,-0.004922267,-2.9,FALSE,285,0,50,0.7,0.65,0.8,Malawi,0.002177819,0.000759503,0.004397155,0.018931418,341,315,0.018931418
300,p41,FUC-RHAMCAT-PWY,superpathway of fucose and rhamnose degradation,superpathway of fucose and rhamnose degradation (FUC-RHAMCAT-PWY),FUC-RHAMCAT-PWY,0.01181124,0.023106084,251,283,88.7,0.00886167,0.00781911,53,58,91.4,0.011160361,0.008057703,0.649282834,0.550245076,0.031795725,1,0.942209208,0.068030285,-0.002298691,-2.7,FALSE,308,0,50,0.7,0.65,0.8,Malawi,0.001366048,0.000688036,0.047901773,0.093710751,341,304,0.093710751
301,p410,PWY0-862,(5Z)-dodecenoate biosynthesis I,(5Z)-dodecenoate biosynthesis I (PWY0-862),PWY0-862,0.036658719,0.078174848,283,283,100,0.024542068,0.007607526,58,58,100,0.026464347,0.008093521,NA,NA,0.018611943,NA,NA,0.047774605,-0.001922279,0,FALSE,67,0,50,0.7,0.65,0.8,Malawi,0.000530742,0.000357315,0.138377508,0.202785947,341,341,0.202785947
302,p411,PWY0-881,superpathway of fatty acid biosynthesis I (E. coli),superpathway of fatty acid biosynthesis I (E. coli) (PWY0-881),PWY0-881,0.036216399,0.073434523,255,283,90.1,0.009566463,0.005749079,49,58,84.5,0.007195763,0.00556416,0.244495204,0.213659499,0.002661979,0.764434373,0.68558415,0.011535244,0.002370699,5.6,TRUE,70,0,50,0.7,0.65,0.8,Malawi,-0.001501394,0.000577397,0.009722455,0.030851569,341,304,0.030851569
303,p413,PWY1G-0,mycothiol biosynthesis,mycothiol biosynthesis (PWY1G-0),PWY1G-0,0.035521771,0.07180889,46,283,16.3,6.01E-05,0.000221249,21,58,36.2,0.00016607,0.000322384,0.00099642,0.000717023,0.000239111,0.016588215,0.015188369,0.001482488,-0.00010601,-19.9,FALSE,72,0,50,0.7,0.65,0.8,Malawi,0.000437143,0.00011486,0.000167647,0.001251143,341,67,0.001251143
304,p414,PWY3DJ-35471,"L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)","L-ascorbate biosynthesis IV (animals, D-glucuronate pathway) (PWY3DJ-35471)",PWY3DJ-35471,0.024121533,0.053551095,175,283,61.8,0.003199614,0.00654802,24,58,41.4,0.001132213,0.0024418,0.005255931,0.004615681,0.005992901,0.05900977,0.057938333,0.021372912,0.002067401,20.4,TRUE,141,0,50,0.7,0.65,0.8,Malawi,-0.001628791,0.00061008,0.007955105,0.026940397,341,199,0.026940397
