tax_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
t3818,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea
t3871,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus angustifolius
t3750,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus domestica
t74649,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa chinensis
t326968,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus jujuba
t3694,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus trichocarpa
t3983,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta
t102211,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,Benincasa hispida
t97700,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus lobata
t3635,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium hirsutum
t29729,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium arboreum
t3641,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Theobroma cacao
t3711,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa
t90675,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Camelina,Camelina sativa
t2711,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus sinensis
t28526,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum pennellii
t4081,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum
t4072,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum
t49451,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana attenuata
t13443,Eukaryota,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,Coffea arabica
t4146,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Olea europaea
t4232,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus annuus
t4265,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Cynara cardunculus
t4039,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota
t161934,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris
t85692,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum dicoccoides
t37682,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Aegilops,Aegilops tauschii
t4530,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza sativa
t4577,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays
t38727,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Panicum,Panicum virgatum
t51953,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,Elaeis guineensis
t42345,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera
t4686,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus officinalis
t29710,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea cayenensis
t3469,Eukaryota,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver somniferum
t3218,Eukaryota,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium,Physcomitrium patens
t9606,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
t796027,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,Sugiyamaella lignohabitans
t460519,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella phaffii
t537874,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,, Streptococcus phage PH15
t1691,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium indicum
t78259,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia inopinata
t2702,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis
t43765,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum
t337191,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp. KTR9
t1528099,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Lawsonellaceae,Lawsonella,Lawsonella clevelandensis
t37919,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus opacus
t37923,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia kristinae
t72000,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila
t2567934,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. 4R-513
t36805,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium aurum
t412690,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microterricola,Microterricola viridarii
t33010,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum
t33011,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
t1871034,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,Propionimicrobium sp. Marseille-P3275
t450734,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides dokdonensis
t379067,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces bingchenggensis
t67305,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hawaiiensis
t193462,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces niveus
t111015,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces radicidentis
t2656914,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea nitratireducens
t74426,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens
t2003188,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena
t2684658,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. CNU 77-61
t2686210,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. CNU G2
t2698804,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. CNU G3
t2664091,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. zg-86
t2598457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. KS 6
t149016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus urinalis
t1345,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ferus
t1349,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus uberis
t1346,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae
t1358,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
t1363,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
t2419773,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus allomyrinae
t1601,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus agilis
t228229,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus saerimneri
t1622,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus murinus
t227942,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gastricus
t1584,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
t82688,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus nagelii
t468911,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus hordei
t1625,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis
t1255,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
t51663,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus
t137591,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria
t375175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus backii
t1603,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus
t33945,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium
t2603296,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. DA9
t357441,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus lactis
t53345,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans
t1354,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae
t37734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus
t1353,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum
t160453,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus
t53346,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii
t44008,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum
t417368,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus
t1805431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saigonensis
t2005703,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus wangshanyuanii
t633807,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus penaei
t51669,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus
t290335,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus koreensis
t2751,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum
t2496265,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,Jeotgalibaca ciconiae
t1377,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans
t51665,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
t69966,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus caseolyticus
t1855823,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus canis
t1898474,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus sp. IME1552
t1903056,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus bohemicus
t1280,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
t283734,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius
t308354,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simiae
t29382,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus cohnii
t45972,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri
t1296,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri
t29391,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Gemella,Gemella morbillorum
t1396,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
t86664,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia flexa
t199441,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus krulwichiae
t1670641,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus ciccensis
t1397,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia Bacillus circulans
t1398,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans
t1740721,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus cucumis
t1639,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
t39950,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes
t484770,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,Pelosinus sp. UFO1
t2823317,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp. Marseille-Q4147
t33039,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter [Ruminococcus] torques
t410072,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus comes
t116085,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus catus
t2479767,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SC05B48
t2779518,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. LZLJ-3
t1322,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hansenii
t1912897,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia argi
t40520,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum
t1834196,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32
t39488,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
t2823316,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena sp. Marseille-Q4148
t208479,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae
t43305,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus
t1502,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
t1216932,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium bornimense
t1042156,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. SY8519
t1550024,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans
t1796620,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Acutalibacter,Acutalibacter muris
t143361,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,Filifactor alocis
t86332,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium pumilum
t2173034,Bacteria,Firmicutes,Clostridia,Eubacteriales,Vallitaleaceae,Petrocella,Petrocella atlantisensis
t33034,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii
t33037,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis
t2584943,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum sp. KGMB06250
t1982626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis
t39483,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides
t2583452,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale
t2806552,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp. zg-1006
t573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
t1463165,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
t2675710,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. WP3-W18-ESBL-02
t2267618,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. P1CD1
t2015795,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. LY
t2675713,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. WP4-W18-ESBL-05
t2681387,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. STW0522-44
t2488567,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. FDAARGOS_511
t2697371,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. MPUS7
t2675726,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. WP8-S18-ESBL-06
t2058152,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella grimontii
t571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
t244366,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
t1134687,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis
t548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
t2489010,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella africana
t2026240,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasivariicola
t2153354,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella huaxiensis
t564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
t208962,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii
t2044467,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp. E4742
t1499973,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae
t61645,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae
t208224,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei
t2027919,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp.
t1915310,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECNIH7
t2077136,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. FDA-CDC-AR_0164
t2077137,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. FDA-CDC-AR_0132
t69218,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus
t299767,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii
t2494701,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter chengduensis
t2071710,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sichuanensis
